,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
877,7.1,0.6,0.24,2.5,0.077,28.0,109.0,0.9973,3.43,0.6,9.4,5
878,6.2,0.43,0.3,2.1,0.062,23.0,54.0,0.99484,3.47,0.82,10.0,6
879,9.3,0.39,0.44,4.2,0.079,6.0,15.0,0.99668,3.39,0.68,10.0,6
880,7.5,1.33,0.0,1.9,0.076,6.0,31.0,0.99603,3.31,0.49,9.5,6
881,7.7,0.78,0.1,4.0,0.084,3.0,15.0,0.9983,3.48,0.53,9.5,5
882,11.9,0.41,0.54,2.0,0.084,13.0,27.0,0.9994,3.1,0.85,10.5,7
883,7.1,0.6,0.03,2.5,0.0969999999999999,21.0,77.0,0.99744,3.38,0.48,9.2,5
884,10.4,0.49,0.59,2.2,0.0819999999999999,8.0,19.0,0.9976,3.22,0.77,10.8,7
885,9.9,0.54,0.24,2.2,0.085,25.0,67.0,0.9991,3.29,0.66,10.2,7
886,8.2,0.3,0.6,2.3,0.077,11.0,22.0,0.99549,3.4,0.85,11.8,7
887,7.7,0.69,0.0,2.1,0.0579999999999999,16.0,37.0,0.99292,3.35,0.55,12.5,6
888,8.6,0.29,0.45,2.3,0.092,15.0,21.0,0.99572,3.19,0.6,11.5,6
889,8.2,0.74,0.23,2.6,0.084,24.0,122.0,0.9966,3.22,0.55,9.4,5
890,7.8,0.54,0.26,2.0,0.08,28.0,129.0,0.99613,3.21,0.64,9.3,6
891,7.8,0.49,0.21,1.8,0.091,23.0,119.0,0.9974,3.07,0.62,9.2,5
892,7.8,0.58,0.26,1.8,0.08,38.0,52.0,0.99708,3.32,0.72,9.5,5
893,7.5,0.36,0.46,1.8,0.123,4.0,11.0,0.99647,3.47,0.53,10.9,3
894,8.8,0.36,0.43,3.0,0.071,18.0,86.0,0.9956,3.3,0.79,12.0,7
895,6.9,0.35,0.46,1.7,0.063,19.0,50.0,0.9948,3.36,0.6,11.0,5
896,8.9,0.58,0.23,2.2,0.106,5.0,17.0,0.9969,3.14,0.5,9.4,5
897,7.5,0.34,0.0,1.9,0.049,7.0,16.0,0.99693,3.44,0.87,10.0,5
898,11.5,0.38,0.53,2.6,0.088,6.0,18.0,0.9982,3.11,0.72,10.0,5
899,6.6,0.66,0.07,1.9,0.059,7.0,12.0,0.99458,3.35,0.72,11.8,6
900,7.9,0.63,0.0,1.8,0.077,29.0,61.0,0.9964,3.48,0.58,9.7,6
901,6.7,0.38,0.08,2.1,0.068,19.0,38.0,0.9947,3.35,0.83,10.6,6
902,7.2,0.36,0.32,2.1,0.073,16.0,86.0,0.99587,3.47,0.81,9.3,5
903,8.0,0.47,0.32,2.4,0.104,6.0,47.0,0.9974,3.3,0.7,10.0,6
904,8.8,0.43,0.49,2.2,0.084,10.0,43.0,0.9982,3.3,0.9,9.4,6
905,7.1,0.51,0.17,2.1,0.077,25.0,85.0,0.99524,3.46,0.59,10.1,5
906,7.9,0.59,0.01,1.8,0.078,43.0,60.0,0.99538,3.38,0.59,11.0,6
907,8.2,0.74,0.24,2.5,0.095,14.0,86.0,0.99855,3.42,0.59,9.2,5
908,9.6,0.43,0.29,2.6,0.077,23.0,43.0,0.9979,3.19,0.64,10.1,6
909,7.8,0.52,0.04,1.6,0.069,8.0,20.0,0.9958,3.41,0.62,9.0,4
910,8.0,0.38,0.46,2.6,0.072,32.0,41.0,0.99408,3.27,0.71,12.6,6
911,6.4,0.33,0.27,2.0,0.0579999999999999,25.0,42.0,0.99478,3.44,0.55,11.0,5
912,11.5,0.32,0.63,2.4,0.099,6.0,27.0,0.9987,3.08,0.58,9.5,5
913,7.1,0.6,0.01,2.3,0.0819999999999999,13.0,31.0,0.9963,3.52,0.4,10.7,5
914,9.2,0.46,0.24,2.2,0.079,26.0,85.0,0.9976,3.12,0.48,9.4,5
915,7.3,0.6,0.0,2.5,0.087,30.0,135.0,0.9982,3.51,0.52,9.9,5
916,8.6,0.84,0.24,2.2,0.098,5.0,19.0,0.998,3.29,0.46,9.3,7
917,7.8,0.49,0.19,1.8,0.077,21.0,119.0,0.9968,3.39,0.54,9.4,5
918,7.4,0.62,0.02,1.9,0.08,15.0,67.0,0.99736,3.34,0.52,9.0,5
919,12.5,0.41,0.54,3.4,0.077,6.0,24.0,1.0,3.16,0.77,11.0,6
920,7.1,0.58,0.02,2.1,0.063,17.0,53.0,0.99572,3.52,0.72,10.9,6
921,6.8,0.49,0.28,1.8,0.085,27.0,63.0,0.99344,3.35,0.63,12.0,6
922,7.1,0.69,0.0,2.2,0.071,27.0,63.0,0.9963,3.48,0.5,9.7,5
923,7.6,0.54,0.26,2.0,0.06,27.0,63.0,0.99612,3.26,0.64,9.4,5
924,8.4,0.63,0.0,2.0,0.093,18.0,38.0,0.99636,3.31,0.65,11.1,6
925,8.1,0.28,0.28,2.1,0.062,30.0,119.0,0.9963,3.17,0.63,9.6,5
926,7.8,0.7,0.16,1.9,0.066,21.0,102.0,0.9956,3.19,0.59,9.9,5
927,6.5,0.715,0.0,2.1,0.095,6.0,15.0,0.9948,3.58,0.5,11.9,5
928,7.5,0.56,0.26,1.9,0.076,20.0,87.0,0.9976,3.28,0.62,9.8,5
929,6.7,0.59,0.18,2.1,0.076,31.0,34.0,0.99494,3.52,0.6,11.0,6
930,8.8,0.65,0.14,2.1,0.114,16.0,59.0,0.99783,3.17,0.54,9.2,5
931,11.9,0.57,0.73,3.65,0.104,5.0,14.0,0.9996,3.2,0.73,11.5,7
932,8.5,0.6,0.35,3.2,0.084,34.0,45.0,0.99622,3.33,0.72,11.8,6
933,7.7,0.56,0.31,2.3,0.069,27.0,65.0,0.9958,3.16,0.53,9.3,5
934,8.8,0.55,0.21,2.0,0.076,12.0,86.0,0.9979,3.17,0.44,9.4,5
935,7.0,0.7,0.26,2.5,0.0969999999999999,31.0,131.0,0.9986,3.24,0.57,9.6,5
936,11.5,0.35,0.49,5.5,0.094,5.0,13.0,0.9987,3.08,0.57,9.5,5
937,7.2,0.39,0.66,2.0,0.078,17.0,44.0,0.99647,3.21,0.49,9.8,5
938,8.0,0.725,0.22,2.1,0.083,29.0,66.0,0.99628,3.36,0.56,10.2,5
939,11.8,0.41,0.44,3.0,0.083,6.0,12.0,0.9986,3.23,0.64,11.4,5
940,8.0,0.27,0.4,2.4,0.123,8.0,20.0,0.99623,3.3,0.68,11.9,5
941,7.8,0.58,0.01,4.3,0.096,3.0,12.0,0.99568,3.36,0.53,11.0,7
942,11.5,0.6,0.66,2.4,0.064,6.0,24.0,0.9986,3.17,0.85,11.0,6
943,6.5,0.51,0.05,2.1,0.1159999999999999,7.0,31.0,0.9976,3.5,0.39,9.7,5
944,8.6,0.28,0.49,2.4,0.061,6.0,18.0,0.9957,3.3,0.57,9.2,4
945,8.9,0.53,0.24,3.2,0.087,20.0,58.0,0.9982,3.39,0.6,10.2,7
946,7.5,0.6,0.01,2.3,0.069,29.0,46.0,0.99521,3.35,0.55,10.5,6
947,8.3,0.57,0.29,2.0,0.114,5.0,9.0,0.99408,3.28,0.6,11.1,6
948,10.8,0.47,0.32,2.6,0.084,26.0,62.0,0.9986,3.2,0.77,9.8,6
949,6.0,0.61,0.0,2.0,0.171,21.0,51.0,0.9976,3.61,0.54,9.3,4
950,7.3,0.42,0.3,2.9,0.072,22.0,54.0,0.99516,3.37,0.56,10.5,6
951,6.4,0.36,0.25,1.9,0.063,16.0,37.0,0.99439,3.42,0.58,11.0,6
952,8.4,0.745,0.12,2.1,0.092,16.0,86.0,0.9968,3.09,0.67,9.5,5
953,13.3,0.44,0.59,2.5,0.094,5.0,15.0,0.9994,2.98,0.68,9.6,3
954,7.5,0.58,0.01,2.3,0.076,23.0,43.0,0.9946,3.34,0.46,10.7,5
955,10.8,0.57,0.51,1.8,0.072,6.0,14.0,0.9972,3.05,0.57,9.5,5
956,6.6,0.84,0.21,2.1,0.076,11.0,50.0,0.99494,3.39,0.6,10.9,6
957,11.5,0.31,0.68,2.6,0.098,8.0,35.0,0.99976,3.03,0.67,10.6,6
958,7.3,0.785,0.0,1.9,0.067,27.0,63.0,0.9946,3.59,0.59,9.4,5
959,6.6,0.7,0.0,2.3,0.123,9.0,17.0,0.99568,3.59,0.67,10.2,5
960,6.6,0.34,0.29,2.4,0.098,15.0,33.0,0.99408,3.44,0.62,11.9,6
961,8.2,0.38,0.45,2.4,0.065,31.0,52.0,0.99332,3.21,0.69,11.0,5
962,8.8,0.28,0.49,2.8,0.093,32.0,68.0,0.9994,3.31,0.63,10.0,7
963,13.0,0.37,0.66,2.2,0.088,6.0,24.0,0.9986,3.24,0.82,10.5,6
964,7.8,0.59,0.0,1.6,0.074,24.0,38.0,0.9964,3.41,0.65,11.7,7
965,9.6,0.69,0.24,2.4,0.071,16.0,40.0,0.9988,3.19,0.62,9.3,5
966,7.1,0.57,0.19,3.2,0.077,15.0,61.0,0.9979,3.19,0.52,9.8,5
967,7.4,0.835,0.03,1.7,0.09,23.0,44.0,0.99514,3.39,0.68,11.2,6
968,6.5,0.34,0.29,1.3,0.07,34.0,85.0,0.99494,3.42,0.92,10.6,6
969,8.5,0.31,0.52,2.1,0.084,24.0,44.0,0.99538,3.36,0.85,11.0,7
970,7.5,0.64,0.21,3.3,0.096,23.0,119.0,0.99572,3.14,0.5,9.5,5
971,8.8,0.28,0.6,2.4,0.071,12.0,24.0,0.99728,3.29,0.69,11.0,7
972,8.1,0.885,0.23,2.0,0.0579999999999999,15.0,28.0,0.99578,3.28,0.6,9.7,5
973,7.8,0.49,0.29,1.8,0.084,35.0,106.0,0.99685,3.35,0.62,9.5,6
974,8.1,0.8,0.0,1.8,0.078,19.0,35.0,0.9969,3.28,0.56,9.6,5
975,7.6,0.36,0.29,2.1,0.104,9.0,23.0,0.9963,3.31,0.58,10.8,5
976,8.0,0.37,0.52,4.6,0.063,27.0,51.0,0.99374,3.3,0.77,12.5,7
977,9.2,0.61,0.23,2.3,0.086,21.0,49.0,0.9976,3.12,0.54,9.2,4
978,6.8,0.66,0.0,1.4,0.057,14.0,25.0,0.99498,3.41,0.6,12.1,6
979,6.7,0.42,0.32,1.7,0.07,26.0,86.0,0.9934,3.52,0.84,12.6,7
980,6.6,0.57,0.02,1.9,0.084,27.0,53.0,0.9958,3.36,0.75,9.8,7
981,10.2,0.43,0.53,1.9,0.072,5.0,14.0,0.9972,3.2,0.66,11.2,6
982,9.0,0.3,0.39,2.6,0.0819999999999999,19.0,49.0,0.9976,3.3,0.49,9.4,5
983,8.8,0.48,0.31,3.9,0.084,6.0,15.0,0.9994,3.37,0.77,10.5,6
984,8.3,0.52,0.0,2.3,0.079,20.0,49.0,0.99459,3.38,0.59,12.0,7
985,9.9,0.31,0.49,6.7,0.098,12.0,23.0,0.9994,3.31,0.87,12.4,7
986,7.7,0.54,0.06,2.1,0.071,24.0,94.0,0.9961,3.37,0.68,10.9,6
987,7.2,0.63,0.27,1.7,0.081,41.0,68.0,0.996,3.53,0.57,9.9,5
988,7.2,0.58,0.3,2.2,0.076,30.0,54.0,0.99728,3.29,0.55,9.8,6
989,8.8,1.0,0.18,2.0,0.085,14.0,58.0,0.9979,3.26,0.66,9.6,5
990,7.1,0.835,0.0,1.9,0.089,18.0,38.0,0.99693,3.26,0.46,9.6,5
991,7.8,0.6,0.26,3.6,0.083,22.0,84.0,0.99622,3.35,0.59,9.3,5
992,6.8,0.48,0.3,2.0,0.084,21.0,119.0,0.9959,3.1,0.54,9.5,5
993,9.2,0.28,0.38,2.2,0.093,19.0,98.0,0.998,3.33,0.53,9.4,5
994,8.0,0.76,0.2,2.3,0.072,24.0,125.0,0.9976,3.1,0.49,9.6,5
995,8.3,0.5,0.49,2.2,0.09,26.0,62.0,0.9974,3.37,0.76,11.4,7
996,9.3,0.31,0.47,1.9,0.075,16.0,65.0,0.9984,3.21,0.9,9.5,6
997,8.8,0.39,0.41,2.1,0.053,5.0,13.0,0.991,3.29,0.75,12.7,7
998,7.1,0.43,0.0,2.1,0.065,26.0,35.0,0.99684,3.44,0.56,9.8,4
999,7.9,0.46,0.42,1.9,0.052,38.0,46.0,0.99504,3.35,0.62,11.5,6
1000,8.8,0.33,0.73,2.0,0.073,3.0,37.0,0.99546,3.37,0.65,13.6,6
1001,7.2,0.84,0.0,2.2,0.067,32.0,54.0,0.9959,3.31,0.54,11.0,5
1002,8.0,0.4,0.49,1.4,0.08,11.0,18.0,0.99652,3.37,0.77,10.3,6
1003,7.4,0.64,0.26,2.5,0.114,52.0,102.0,0.99736,3.25,0.61,9.8,5
1004,12.3,0.6,0.49,2.4,0.092,6.0,15.0,1.0004,3.16,0.61,9.8,6
1005,6.4,0.59,0.08,3.1,0.076,24.0,52.0,0.9957,3.04,0.57,12.0,7
1006,7.0,0.705,0.02,1.9,0.076,27.0,61.0,0.99557,3.35,0.61,10.5,5
1007,8.1,0.87,0.0,1.7,0.067,8.0,22.0,0.9967,3.2,0.57,10.5,7
1008,10.0,0.6,0.22,4.1,0.086,41.0,110.0,0.99922,3.15,0.49,9.6,5
1009,10.2,0.35,0.42,2.0,0.061,18.0,29.0,0.99704,3.17,0.71,10.0,5
1010,8.2,0.625,0.37,2.1,0.093,19.0,61.0,0.9986,3.26,0.55,9.2,5
1011,7.5,0.66,0.0,2.6,0.123,6.0,15.0,0.99631,3.38,0.53,10.9,5
1012,7.5,0.65,0.07,2.2,0.1,5.0,19.0,0.99598,3.21,0.54,10.1,5
1013,8.8,0.7,0.26,2.1,0.083,23.0,81.0,0.99623,3.27,0.64,9.8,6
1014,8.2,0.36,0.31,2.0,0.087,6.0,15.0,0.9966,3.31,0.93,9.4,6
1015,7.1,0.43,0.4,1.9,0.064,32.0,54.0,0.99476,3.39,0.64,10.5,6
1016,11.6,0.38,0.53,2.4,0.092,6.0,16.0,0.99852,3.15,0.72,11.0,7
1017,8.3,0.5,0.32,2.9,0.051,40.5,289.0,0.9984,3.29,0.57,9.2,6
1018,12.5,0.46,0.54,2.6,0.07,6.0,20.0,0.999,3.14,0.52,10.9,5
1019,8.7,0.35,0.27,2.4,0.073,25.0,85.0,0.99628,3.34,0.85,10.7,7
1020,7.6,0.74,0.21,2.3,0.044,15.0,27.0,0.9947,3.28,0.72,9.7,5
1021,6.7,0.725,0.06,2.0,0.081,21.0,77.0,0.9963,3.5,0.53,9.8,5
1022,7.7,0.64,0.26,2.1,0.076,32.0,44.0,0.99622,3.28,0.56,9.9,6
1023,7.8,0.28,0.32,2.7,0.064,6.0,28.0,0.99334,3.23,0.7,11.9,6
1024,8.0,0.32,0.25,2.2,0.089,29.0,66.0,0.99656,3.13,0.44,10.6,7
1025,7.7,0.46,0.21,4.0,0.073,30.0,134.0,0.9972,3.23,0.5,9.0,5
1026,12.6,0.27,0.49,1.7,0.0409999999999999,6.0,16.0,0.99526,3.14,0.77,12.7,7
1027,7.5,0.57,0.02,5.5,0.078,12.0,19.0,0.99745,3.22,0.6,10.5,5
1028,7.1,0.69,0.0,1.9,0.0409999999999999,26.0,48.0,0.99661,3.51,0.59,9.5,5
1029,7.6,0.63,0.27,2.0,0.104,8.0,18.0,0.99613,3.27,0.54,9.8,6
1030,8.9,0.43,0.24,1.9,0.094,16.0,86.0,0.99734,3.27,0.56,10.5,5
1031,8.0,0.38,0.3,2.0,0.05,5.0,15.0,0.9958,3.3,0.42,10.2,5
1032,6.4,0.49,0.19,2.3,0.077,22.0,54.0,0.9948,3.34,0.54,9.4,7
1033,6.7,0.27,0.43,1.6,0.08,21.0,37.0,0.9948,3.33,0.8,12.1,7
1034,9.1,0.49,0.28,3.4,0.0819999999999999,16.0,104.0,0.9976,3.28,0.6,9.3,5
1035,7.6,0.33,0.2,1.7,0.069,8.0,20.0,0.9964,3.2,0.43,9.5,4
1036,12.3,0.39,0.49,2.7,0.1,15.0,112.0,1.0014,3.08,0.53,9.5,5
1037,7.8,0.77,0.01,2.3,0.078,12.0,87.0,0.9967,3.42,0.52,9.5,5
1038,6.9,0.715,0.1,2.1,0.089,17.0,81.0,0.99855,3.56,0.52,9.5,5
1039,7.2,0.58,0.0,2.1,0.079,6.0,12.0,0.99387,3.33,0.62,12.0,6
1040,6.1,0.52,0.0,2.3,0.072,16.0,52.0,0.99354,3.54,0.86,12.1,8
1041,12.0,0.24,0.66,3.3,0.091,14.0,47.0,1.0004,3.16,0.79,11.0,6
1042,12.5,0.44,0.63,2.3,0.085,24.0,38.0,0.99704,3.17,0.73,10.3,6
1043,7.1,0.45,0.3,1.7,0.086,20.0,84.0,0.99656,3.42,0.55,9.2,5
1044,6.2,0.38,0.32,2.2,0.073,19.0,54.0,0.99636,3.53,0.64,9.6,5
1045,8.4,0.6,0.28,3.0,0.075,10.0,41.0,0.9978,3.12,0.49,11.7,6
1046,6.8,0.735,0.08,1.8,0.1,12.0,65.0,0.9964,3.45,0.52,9.5,4
1047,7.9,0.77,0.0,1.9,0.057,6.0,18.0,0.99628,3.36,0.46,9.5,5
1048,8.2,0.31,0.4,2.3,0.079,31.0,67.0,0.99716,3.31,0.71,9.5,6
1049,7.6,0.61,0.07,2.0,0.094,17.0,45.0,0.9981,3.41,0.7,10.3,6
1050,8.7,0.27,0.53,2.4,0.0819999999999999,7.0,18.0,0.99774,3.6,1.17,9.7,5
1051,12.5,0.39,0.49,3.9,0.065,6.0,24.0,0.9986,3.18,0.63,10.0,4
1052,8.3,0.835,0.0,2.2,0.084,6.0,31.0,0.9978,3.33,0.53,10.5,6
1053,7.6,0.74,0.0,1.4,0.055,16.0,44.0,0.99182,3.44,0.4,10.1,6
1054,6.4,0.63,0.14,1.8,0.062,13.0,23.0,0.99538,3.68,0.63,10.4,7
1055,8.0,0.43,0.59,2.5,0.085,7.0,11.0,0.99718,3.2,0.64,12.4,6
1056,6.8,0.64,0.09,2.2,0.085,35.0,70.0,0.99815,3.4,0.69,12.0,7
1057,12.0,0.48,0.63,3.3,0.084,6.0,15.0,1.0,3.2,0.64,9.4,6
1058,7.7,0.48,0.2,1.8,0.067,19.0,50.0,0.9963,3.33,0.62,9.5,6
1059,8.5,0.64,0.45,3.6,0.0969999999999999,5.0,16.0,0.9976,3.24,0.66,9.9,8
1060,6.5,0.36,0.16,1.8,0.064,15.0,35.0,0.99397,3.49,0.62,11.3,6
1061,10.2,0.32,0.45,2.0,0.072,14.0,32.0,0.9956,3.33,0.76,11.2,6
1062,6.7,0.53,0.24,2.3,0.077,21.0,51.0,0.9948,3.34,0.6,12.8,7
1063,7.5,0.49,0.31,1.8,0.102,19.0,50.0,0.99648,3.37,0.53,10.9,6
1064,8.8,0.5,0.09,2.4,0.073,35.0,53.0,0.99745,3.15,0.57,12.3,6
1065,10.1,0.27,0.43,2.3,0.095,11.0,18.0,0.99584,3.02,0.81,13.6,7
1066,11.6,0.32,0.55,2.4,0.085,14.0,31.0,1.00012,3.07,0.54,9.8,5
1067,7.6,0.34,0.33,1.9,0.076,16.0,46.0,0.9972,3.34,0.77,10.0,6
1068,11.5,0.32,0.63,2.6,0.0819999999999999,12.0,29.0,0.9996,3.28,0.78,10.9,8
1069,11.7,0.84,0.36,2.0,0.074,7.0,31.0,0.99575,3.23,0.73,10.9,5
1070,9.0,0.56,0.19,2.3,0.073,13.0,48.0,0.99451,3.39,0.82,11.2,7
1071,9.3,0.5,0.49,5.5,0.1169999999999999,18.0,112.0,0.9982,3.22,0.5,9.4,5
1072,7.7,0.53,0.18,2.6,0.106,12.0,31.0,0.99622,3.3,0.93,10.0,6
1073,12.6,0.48,0.49,1.7,0.091,10.0,50.0,0.9997,2.98,0.64,10.2,5
1074,10.6,0.59,0.49,2.2,0.095,20.0,49.0,1.0002,3.19,0.49,9.5,6
1075,7.7,0.43,0.32,2.2,0.071,28.0,121.0,0.9966,3.32,0.83,9.5,5
1076,8.1,0.39,0.39,4.3,0.095,5.0,10.0,0.99408,3.37,0.62,12.0,6
1077,8.4,0.24,0.34,2.2,0.062,6.0,12.0,0.99565,3.27,0.83,10.0,6
1078,6.4,0.63,0.03,2.1,0.084,16.0,65.0,0.99508,3.58,0.63,11.8,6
1079,7.2,0.72,0.0,2.1,0.068,20.0,46.0,0.99494,3.42,0.72,11.2,7
1080,11.9,0.38,0.55,2.4,0.128,6.0,23.0,1.0008,3.16,0.62,9.5,5
1081,9.1,0.64,0.22,2.5,0.0819999999999999,32.0,48.0,0.99692,3.24,0.62,10.0,6
1082,12.8,0.4,0.5,8.3,0.083,18.0,98.0,1.0022,3.07,0.53,12.0,5
1083,8.6,0.3,0.36,2.2,0.09,36.0,100.0,0.99517,3.21,0.74,11.4,7
1084,7.4,0.49,0.26,1.7,0.077,33.0,85.0,0.99622,3.35,0.58,9.2,5
1085,8.9,0.34,0.36,1.9,0.08,27.0,69.0,0.99748,3.39,0.77,12.5,6
1086,7.1,0.69,0.06,2.0,0.087,21.0,51.0,0.9955,3.41,0.39,10.3,6
1087,10.4,0.475,0.63,2.6,0.091,7.0,20.0,0.9994,3.16,0.77,13.3,7
1088,8.6,0.41,0.49,2.8,0.092,24.0,33.0,0.9986,3.2,0.73,11.3,6
1089,5.6,0.56,0.07,1.7,0.044,8.0,18.0,0.99385,3.38,0.62,11.1,6
1090,7.4,0.3,0.3,1.9,0.0819999999999999,13.0,31.0,0.99388,3.52,0.88,12.8,7
1091,11.3,0.41,0.54,2.6,0.072,3.0,9.0,0.99504,3.26,0.76,11.7,6
1092,7.8,0.31,0.36,2.1,0.109,5.0,10.0,0.99734,3.29,0.54,11.7,6
1093,11.9,0.38,0.49,3.0,0.1,5.0,13.0,1.0003,3.14,0.61,10.0,6
1094,6.6,0.58,0.02,6.6,0.0819999999999999,6.0,14.0,0.9948,3.36,0.58,12.5,7
1095,9.2,0.84,0.26,2.2,0.104,52.0,98.0,0.998,3.22,0.62,9.4,5
1096,6.9,0.36,0.31,1.9,0.074,26.0,65.0,0.99387,3.35,0.82,11.9,7
1097,6.2,0.51,0.11,2.2,0.084,14.0,26.0,0.99538,3.54,0.89,11.1,6
1098,7.4,0.47,0.47,2.3,0.061,24.0,64.0,0.9979,3.25,0.48,9.5,5
1099,7.4,0.56,0.26,2.2,0.062,12.0,31.0,0.99408,3.35,0.88,12.6,7
1100,8.9,0.41,0.31,4.0,0.0969999999999999,15.0,49.0,0.9969,3.21,0.62,11.2,6
1101,7.7,0.55,0.21,1.9,0.085,15.0,65.0,0.9969,3.16,0.56,10.5,5
1102,6.6,0.59,0.0,1.5,0.069,5.0,10.0,0.99458,3.44,0.6,10.3,6
1103,12.4,0.39,0.49,5.8,0.081,9.0,42.0,1.0022,3.03,0.57,9.4,6
1104,8.6,0.745,0.24,1.8,0.123,5.0,10.0,0.99498,3.16,0.48,9.5,5
1105,7.3,0.81,0.13,4.3,0.076,28.0,54.0,0.99668,3.38,0.46,9.5,5
1106,6.2,0.84,0.04,1.8,0.099,16.0,44.0,0.9934,3.56,0.56,11.4,5
1107,8.4,0.48,0.24,2.6,0.079,19.0,110.0,0.9976,3.12,0.49,9.4,5
1108,8.2,1.18,0.25,1.8,0.081,11.0,65.0,0.99632,3.31,0.55,9.5,5
1109,8.5,0.6,0.22,2.3,0.081,21.0,119.0,0.9968,3.27,0.56,9.3,5
1110,7.4,0.59,0.26,2.0,0.0819999999999999,31.0,92.0,0.99694,3.52,0.49,9.7,6
1111,13.5,0.35,0.49,1.6,0.084,14.0,35.0,0.9981,3.04,0.66,9.4,4
1112,10.3,0.31,0.59,2.8,0.092,6.0,21.0,0.9994,3.19,0.61,13.4,6
1113,7.8,0.5,0.19,3.9,0.084,10.0,35.0,0.99688,3.26,0.71,9.8,5
1114,7.2,0.735,0.02,1.9,0.086,29.0,90.0,0.9971,3.38,0.5,9.1,5
1115,8.1,0.28,0.49,2.3,0.095,18.0,95.0,0.9962,3.31,0.6,9.4,7
1116,7.8,0.545,0.12,5.2,0.096,11.0,25.0,0.99577,3.36,0.69,10.55,5
1117,13.3,0.615,0.6,2.8,0.083,6.0,62.0,1.0022,3.0,0.74,10.0,5
1118,8.2,0.82,0.03,1.8,0.078,18.0,38.0,0.9973,3.27,0.57,9.5,5
1119,7.9,0.655,0.14,2.5,0.0559999999999999,3.0,8.0,0.99362,3.35,0.59,12.1,7
1120,9.5,0.39,0.31,2.8,0.094,21.0,51.0,0.99782,3.27,0.55,9.5,5
1121,8.0,0.47,0.3,1.6,0.067,20.0,110.0,0.999,3.2,1.17,9.4,5
1122,7.1,0.43,0.41,3.3,0.052,14.0,25.0,0.99458,3.44,0.71,11.5,6
1123,7.0,0.26,0.35,2.0,0.073,9.0,92.0,0.99613,3.42,0.71,10.0,7
1124,7.6,0.78,0.26,4.5,0.084,24.0,58.0,0.9972,3.27,0.54,9.1,4
1125,7.4,0.56,0.0,2.0,0.0919999999999999,29.0,60.0,0.99619,3.43,0.6,10.5,6
1126,8.9,0.28,0.33,2.6,0.0579999999999999,15.0,29.0,0.99528,3.12,0.57,10.8,5
1127,6.8,0.3,0.42,2.0,0.071,24.0,64.0,0.9948,3.55,0.77,12.9,7
1128,10.9,0.62,0.38,1.8,0.088,52.0,74.0,0.99708,3.15,0.52,9.5,5
1129,5.1,0.84,0.0,2.3,0.0579999999999999,17.0,43.0,0.99258,3.18,0.68,12.8,7
1130,8.2,0.43,0.22,2.3,0.0819999999999999,36.0,90.0,0.9982,3.39,0.52,10.0,5
1131,8.6,0.38,0.3,1.5,0.084,11.0,119.0,0.9965,3.2,1.12,9.4,5
1132,8.4,0.35,0.57,2.3,0.074,6.0,15.0,0.99566,3.25,0.53,9.3,5
1133,9.9,0.6,0.49,2.7,0.086,23.0,143.0,0.9976,3.03,0.57,9.4,5
1134,7.7,0.78,0.1,2.2,0.1,13.0,27.0,0.99628,3.1,0.49,11.2,5
1135,7.0,0.43,0.16,2.2,0.064,26.0,48.0,0.9952,3.44,0.59,11.7,6
1136,8.2,0.31,0.24,2.2,0.064,25.0,52.0,0.99408,3.43,0.77,12.7,7
1137,6.7,0.43,0.24,5.6,0.05,19.0,37.0,0.9934,3.38,0.77,12.2,7
1138,7.6,0.57,0.24,1.7,0.079,16.0,65.0,0.99578,3.15,0.47,9.5,5
1139,8.8,0.4,0.53,2.2,0.105,7.0,20.0,0.995,3.21,0.57,11.066666666666698,6
1140,8.0,0.46,0.23,2.1,0.081,23.0,49.0,0.99636,3.37,0.75,10.7,6
1141,6.0,0.76,0.0,2.1,0.084,19.0,43.0,0.99508,3.52,0.5,9.4,4
1142,8.0,0.48,0.24,1.6,0.067,16.0,20.0,0.99672,3.3,0.87,10.4,6
1143,9.1,0.4,0.53,1.6,0.077,5.0,28.0,0.9974,3.26,1.13,9.1,4
1144,8.2,0.35,0.32,2.2,0.073,30.0,69.0,0.99242,3.3,0.73,12.6,6
1145,5.6,0.65,0.0,1.8,0.07,18.0,38.0,0.99157,3.68,0.53,9.8,6
1146,7.5,0.42,0.57,2.0,0.077,10.0,21.0,0.9968,3.21,0.68,10.0,6
1147,7.0,0.66,0.0,2.5,0.048,9.0,25.0,0.9968,3.36,0.52,9.8,6
1148,9.9,0.49,0.49,2.0,0.084,32.0,141.0,0.9976,3.21,0.54,9.6,5
1149,9.9,0.67,0.21,2.6,0.071,6.0,27.0,0.9982,3.15,0.47,11.9,5
1150,8.9,0.46,0.45,3.2,0.074,7.0,16.0,0.99914,3.29,0.71,11.7,7
1151,7.6,0.62,0.01,2.1,0.091,28.0,42.0,0.99504,3.38,0.51,11.8,5
1152,6.6,0.58,0.06,1.7,0.062,16.0,46.0,0.9958,3.38,0.54,10.5,6
1153,8.9,0.32,0.55,2.2,0.099,6.0,14.0,0.99562,3.36,0.85,11.1,8
1154,7.3,0.39,0.3,1.7,0.081,20.0,84.0,0.99538,3.48,0.48,10.4,5
